EEID,Workday ID,Title,Contract Type,Employment Type,Gender,Status,Termination Type,Job Level,Department,Location,Hire Source,Hire Date,Termination Date,Date of Last Promotion,Prior Job Level,Date of Last Job Change,Parental Leave Start,Parental Leave End,Secondary Carer Parental Leave Start,Secondary Carer Parental Leave End
1898,W101897,Senior Data Analyst,Permanent,Part Time,Female,Active,,5,Engineering,Boston,Internal Transfer,2013-03-06,,2023-06-06,4,2023-06-06,,,,
1899,W101898,CFO,Permanent,Full Time,Male,Active,,13,IT,Boston,Job Board,2025-01-22,,,12,2023-06-06,,,,
1900,W101899,COO,Permanent,Full Time,Female,Active,,13,Operations,San Francisco,Campus Recruiting,2016-12-16,,,,2024-10-26,,,2022-02-27,2022-04-10
1901,W101900,Director of Sales,Permanent,Full Time,Female,Active,,9,HR,Chicago,Job Board,2010-10-25,,2020-07-10,8,2020-07-10,,,,
1902,W101901,CMO,Permanent,Full Time,Female,Terminated,Involuntary,13,Sales,Chicago,Campus Recruiting,2020-10-19,2016-08-09,,,2020-10-19,,,,
1903,W101902,Vice President of Marketing,Permanent,Full Time,Male,Active,,11,Finance,New York,Recruiter,2015-05-05,,2018-01-05,10,2018-01-05,,,,
1904,W101903,Data Scientist,Permanent,Full Time,Female,Terminated,Involuntary,6,Sales,San Francisco,Referral,2016-04-14,2016-06-05,2021-12-06,5,2021-12-06,2022-11-29,2023-01-10,,
1905,W101904,Director of Marketing,Permanent,Full Time,Male,Active,,9,IT,Boston,Referral,2024-08-19,,,8,2023-11-22,,,,
1906,W101905,CFO,Permanent,Full Time,Female,Active,,13,Finance,Boston,Internal Transfer,2018-05-10,,,,2018-05-10,,,,
1907,W101906,Engineering Manager,Contractor,Part Time,Female,Active,,7,HR,Boston,Recruiter,2022-03-28,,,6,2022-03-28,,,,
1908,W101907,UX Designer,Contractor,Part Time,Male,Terminated,Voluntary,5,Engineering,Austin,Referral,2015-08-27,2023-02-13,2017-05-05,4,2017-05-05,,,,
1909,W101908,Senior Data Scientist,Permanent,Full Time,Female,Terminated,Involuntary,8,Operations,Remote,Internal Transfer,2016-07-14,2021-08-02,2016-09-05,7,2016-09-05,,,,
1910,W101909,Senior Marketing Specialist,Contractor,Part Time,Female,Active,,6,Engineering,San Francisco,Referral,2014-11-06,,2023-12-04,5,2023-12-04,,,,
1911,W101910,Product Manager,Permanent,Full Time,Female,Active,,7,Product,San Francisco,Job Board,2012-08-25,,2016-09-15,6,2016-09-15,,,,
1912,W101911,Senior Sales Associate,Permanent,Part Time,Male,Active,,6,Product,Boston,Recruiter,2019-09-05,,,5,2019-09-05,,,,
1913,W101912,Sales Associate,Permanent,Part Time,Female,Terminated,Voluntary,4,Product,Remote,Recruiter,2015-01-27,2015-04-21,2019-04-08,3,2019-04-08,,,,
1914,W101913,SVP of Sales,Permanent,Full Time,Female,Active,,12,Engineering,New York,Job Board,2023-06-17,,,11,2024-03-06,,,,
1915,W101914,Director of Sales,Permanent,Full Time,Male,Terminated,Involuntary,9,Finance,New York,Referral,2020-01-14,2021-07-11,,8,2020-01-14,,,,
1916,W101915,Senior Sales Associate,Contractor,Full Time,Female,Active,,6,HR,Boston,Job Board,2017-04-28,,2017-12-27,5,2017-12-27,,,,
1917,W101916,Software Engineer,Contractor,Full Time,Female,Active,,4,Product,San Francisco,Campus Recruiting,2019-04-18,,,,2024-08-31,,,,
1918,W101917,CIO,Permanent,Full Time,Female,Active,,13,Sales,San Francisco,Job Board,2022-03-25,,,12,2023-07-11,,,,
1919,W101918,Sales Associate,Permanent,Full Time,Female,Active,,4,Product,San Francisco,Referral,2010-02-08,,,,2010-02-08,,,,
1920,W101919,CEO,Permanent,Full Time,Female,Terminated,Voluntary,14,Engineering,Austin,Job Board,2012-12-03,2020-09-02,2019-01-17,13,2019-01-17,2020-12-21,2021-02-01,2020-08-07,2020-09-18
1921,W101920,Vice President of Marketing,Permanent,Full Time,Female,Active,,11,IT,New York,Campus Recruiting,2018-11-20,,,10,2018-11-20,,,,
1922,W101921,SVP of Marketing,Permanent,Full Time,Male,Active,,12,Product,Chicago,Campus Recruiting,2021-08-05,,,11,2023-10-01,,,,
1923,W101922,CFO,Permanent,Full Time,Male,Active,,13,Sales,Austin,Campus Recruiting,2017-01-04,,,,2017-01-04,,,,
1924,W101923,Director of Marketing,Permanent,Full Time,Male,Active,,9,Marketing,San Francisco,Job Board,2016-01-10,,2020-03-12,8,2020-03-12,,,,
1925,W101924,CEO,Permanent,Full Time,Male,Active,,14,Product,San Francisco,Recruiter,2011-11-15,,,,2011-11-15,,,,
1926,W101925,Junior Software Engineer,Contractor,Full Time,Male,Active,,2,Finance,New York,Internal Transfer,2018-10-20,,,1,2018-10-20,,,,
1927,W101926,Vice President of Engineering,Permanent,Full Time,Female,Active,,11,Product,New York,Internal Transfer,2020-04-05,,2022-12-19,10,2022-12-19,,,,
1928,W101927,SVP of Engineering,Permanent,Full Time,Female,Active,,12,HR,Austin,Recruiter,2020-07-12,,,,2020-07-12,,,,
1929,W101928,Software Engineer,Contractor,Full Time,Male,Active,,4,Product,Boston,Referral,2016-01-13,,,3,2016-01-13,,,,
1930,W101929,Junior Marketing Specialist,Permanent,Part Time,Female,Active,,2,Product,Boston,Campus Recruiting,2011-12-21,,2022-04-08,1,2022-04-08,,,,
1931,W101930,Senior Software Engineer,Permanent,Part Time,Male,Active,,6,Engineering,Boston,Internal Transfer,2019-04-26,,,,2023-03-27,,,,
1932,W101931,Senior Software Engineer,Permanent,Full Time,Female,Active,,6,HR,San Francisco,Internal Transfer,2020-09-08,,2021-03-13,5,2021-03-13,,,,
1933,W101932,Vice President of Engineering,Permanent,Full Time,Female,Active,,11,Product,Remote,Recruiter,2018-04-05,,,,2018-04-05,,,,
1934,W101933,Senior Data Scientist,Permanent,Full Time,Male,Active,,8,IT,San Francisco,Internal Transfer,2021-11-10,,,,2023-07-06,,,,
1935,W101934,CMO,Permanent,Full Time,Female,Active,,13,Product,Austin,Internal Transfer,2015-07-12,,2015-09-11,12,2015-09-11,,,,
1936,W101935,Junior Marketing Specialist,Contractor,Full Time,Male,Terminated,Involuntary,2,IT,New York,Referral,2024-06-07,2016-06-05,,1,2024-06-07,2020-05-25,2020-07-06,,
1937,W101936,CEO,Permanent,Full Time,Female,Active,,14,Marketing,Austin,Job Board,2012-07-10,,2016-04-20,13,2016-04-20,,,,
1938,W101937,Data Scientist,Contractor,Full Time,Male,Active,,6,Operations,Chicago,Job Board,2017-12-04,,2021-07-17,5,2021-07-17,,,,
1939,W101938,Junior Software Engineer,Contractor,Part Time,Male,Active,,2,Product,Austin,Job Board,2024-10-05,,,1,2024-10-05,,,,
1940,W101939,Sales Associate,Permanent,Full Time,Female,Terminated,Involuntary,4,Product,Chicago,Referral,2024-10-03,2017-02-18,,3,2024-10-03,,,2021-10-15,2021-11-26
1941,W101940,Vice President of Engineering,Permanent,Full Time,Female,Terminated,Voluntary,11,Marketing,New York,Referral,2024-11-09,2020-03-06,,10,2024-11-09,,,,
1942,W101941,Marketing Manager,Contractor,Part Time,Female,Active,,7,HR,Austin,Campus Recruiting,2023-03-20,,,6,2023-03-20,,,,
1943,W101942,Senior Sales Associate,Permanent,Full Time,Male,Terminated,Involuntary,6,HR,New York,Internal Transfer,2022-06-05,2020-08-03,,5,2022-06-05,,,,
1944,W101943,Engineering Manager,Contractor,Full Time,Female,Active,,7,IT,New York,Campus Recruiting,2018-02-10,,2023-12-08,6,2023-12-08,,,,
1945,W101944,Marketing Specialist,Contractor,Part Time,Male,Active,,4,Marketing,Chicago,Recruiter,2012-05-15,,2017-09-09,3,2017-09-09,,,,
1946,W101945,Data Scientist,Permanent,Part Time,Female,Terminated,Voluntary,6,Operations,San Francisco,Referral,2024-04-13,2015-12-10,2024-04-19,5,2024-04-19,,,,
1947,W101946,Junior Marketing Specialist,Contractor,Full Time,Male,Active,,2,Engineering,Remote,Recruiter,2016-05-28,,,,2016-05-28,,,,
1948,W101947,Junior Sales Associate,Permanent,Part Time,Female,Active,,2,Marketing,San Francisco,Referral,2014-12-18,,2017-07-02,1,2017-07-02,,,,
1949,W101948,UX Designer,Permanent,Part Time,Female,Active,,5,Sales,New York,Referral,2022-08-27,,2023-03-14,4,2023-03-14,,,,
1950,W101949,Director of Engineering,Permanent,Full Time,Male,Active,,9,HR,Austin,Referral,2023-08-12,,,8,2023-08-12,,,,
1951,W101950,Engineering Manager,Contractor,Part Time,Female,Terminated,Voluntary,7,Marketing,Austin,Job Board,2021-06-25,2022-03-05,,6,2021-06-25,,,,
1952,W101951,Sales Associate,Permanent,Full Time,Female,Active,,4,Engineering,Boston,Job Board,2013-06-26,,2019-01-10,3,2019-01-10,2023-11-29,2024-01-10,,
1953,W101952,Junior Marketing Specialist,Permanent,Part Time,Male,Terminated,Involuntary,2,Sales,Remote,Job Board,2011-06-16,2023-07-11,,,2011-06-16,,,,
1954,W101953,Vice President of Sales,Permanent,Full Time,Male,Active,,11,Marketing,Remote,Internal Transfer,2015-02-17,,2022-01-12,10,2022-01-12,,,,
1955,W101954,Junior Marketing Specialist,Permanent,Part Time,Female,Active,,2,Marketing,New York,Internal Transfer,2014-12-26,,2021-06-16,1,2021-06-16,,,,
1956,W101955,CIO,Permanent,Full Time,Male,Active,,13,HR,Austin,Recruiter,2023-09-02,,2023-10-27,12,2023-10-27,,,,
1957,W101956,CMO,Permanent,Full Time,Female,Active,,13,Finance,San Francisco,Referral,2010-12-12,,2017-09-07,12,2017-09-07,,,,
1958,W101957,CEO,Permanent,Full Time,Female,Active,,14,IT,Chicago,Internal Transfer,2019-08-04,,2019-10-22,13,2019-10-22,,,,
1959,W101958,Senior UX Designer,Permanent,Part Time,Female,Active,,7,Operations,New York,Job Board,2013-08-11,,,,2013-08-11,,,,
1960,W101959,Data Analyst,Permanent,Part Time,Female,Active,,3,Finance,Austin,Referral,2015-06-03,,,,2015-06-03,,,2020-01-20,2020-03-02
1961,W101960,Sales Manager,Permanent,Part Time,Male,Active,,7,Product,New York,Recruiter,2011-01-23,,,,2011-01-23,,,,
1962,W101961,SVP of Sales,Permanent,Full Time,Female,Active,,12,HR,San Francisco,Recruiter,2011-12-08,,2018-06-21,11,2018-06-21,,,,
1963,W101962,Vice President of Sales,Permanent,Full Time,Male,Terminated,Voluntary,11,Sales,San Francisco,Referral,2014-03-20,2016-07-20,2018-03-03,10,2018-03-03,,,,
1964,W101963,Vice President of Engineering,Permanent,Full Time,Female,Active,,11,Marketing,Austin,Campus Recruiting,2017-12-22,,2022-01-24,10,2022-01-24,,,,
1965,W101964,Senior Data Analyst,Contractor,Full Time,Male,Active,,5,IT,New York,Referral,2018-10-15,,2021-06-25,4,2021-06-25,,,,
1966,W101965,Junior Software Engineer,Permanent,Full Time,Male,Active,,2,Operations,San Francisco,Internal Transfer,2011-03-25,,2017-04-21,1,2017-04-21,,,,
1967,W101966,COO,Permanent,Full Time,Male,Terminated,Involuntary,13,Product,Boston,Campus Recruiting,2023-07-27,2015-03-03,,,2023-07-27,,,,
1968,W101967,Junior Sales Associate,Permanent,Part Time,Male,Active,,2,IT,San Francisco,Internal Transfer,2017-08-07,,2020-07-13,1,2020-07-13,2022-09-24,2022-11-05,,
1969,W101968,Junior Marketing Specialist,Contractor,Part Time,Female,Active,,2,Marketing,San Francisco,Internal Transfer,2023-04-11,,,1,2023-07-28,,,,
1970,W101969,Sales Associate,Permanent,Part Time,Female,Active,,4,Finance,New York,Referral,2019-08-04,,2023-07-20,3,2023-07-20,,,,
1971,W101970,Senior Marketing Specialist,Permanent,Full Time,Male,Terminated,Voluntary,6,Finance,Austin,Job Board,2021-08-16,2016-08-10,2022-09-05,5,2022-09-05,,,,
1972,W101971,COO,Permanent,Full Time,Female,Active,,13,IT,New York,Referral,2020-09-01,,2020-11-23,12,2020-11-23,,,,
1973,W101972,Senior Sales Associate,Contractor,Full Time,Male,Active,,6,Product,San Francisco,Referral,2018-01-05,,2019-01-27,5,2019-01-27,,,,
1974,W101973,Junior Sales Associate,Permanent,Part Time,Male,Active,,2,Operations,Remote,Referral,2010-05-16,,2019-12-06,1,2019-12-06,,,,
1975,W101974,Marketing Manager,Contractor,Part Time,Female,Active,,7,Sales,Boston,Internal Transfer,2012-01-22,,,,2012-01-22,,,,
1976,W101975,SVP of Marketing,Permanent,Full Time,Male,Active,,12,Finance,Boston,Job Board,2012-02-19,,2022-03-06,11,2022-03-06,,,,
1977,W101976,Data Analyst,Contractor,Full Time,Female,Active,,3,Finance,San Francisco,Recruiter,2019-01-01,,,,2019-01-01,,,,
1978,W101977,Junior Software Engineer,Contractor,Full Time,Female,Active,,2,Finance,San Francisco,Internal Transfer,2021-08-26,,,1,2024-03-29,,,,
1979,W101978,Junior Software Engineer,Contractor,Part Time,Female,Terminated,Involuntary,2,Engineering,Remote,Referral,2016-12-01,2017-03-24,2018-06-22,1,2018-06-22,,,,
1980,W101979,Senior Data Scientist,Permanent,Full Time,Female,Active,,8,Engineering,Chicago,Campus Recruiting,2013-08-01,,2023-02-19,7,2023-02-19,,,2021-04-16,2021-05-28
1981,W101980,Senior Data Analyst,Contractor,Part Time,Female,Active,,5,Marketing,Austin,Referral,2018-01-27,,,4,2018-01-27,,,,
1982,W101981,CIO,Permanent,Full Time,Male,Active,,13,Operations,Remote,Internal Transfer,2013-10-05,,2021-04-12,12,2021-04-12,,,,
1983,W101982,Vice President of Sales,Permanent,Full Time,Male,Terminated,Voluntary,11,Engineering,San Francisco,Job Board,2014-04-28,2024-04-15,,,2014-04-28,,,,
1984,W101983,Director of Marketing,Permanent,Full Time,Female,Terminated,Involuntary,9,Finance,Remote,Recruiter,2010-09-14,2015-11-20,2021-04-10,8,2021-04-10,2024-07-08,2024-08-19,,
1985,W101984,Junior Marketing Specialist,Contractor,Full Time,Male,Active,,2,Engineering,Austin,Referral,2010-04-01,,2016-08-13,1,2016-08-13,,,,
1986,W101985,Sales Manager,Permanent,Full Time,Female,Active,,7,Finance,San Francisco,Campus Recruiting,2016-09-14,,2020-05-03,6,2020-05-03,,,,
1987,W101986,Senior Sales Associate,Permanent,Full Time,Male,Active,,6,Marketing,Austin,Job Board,2023-06-21,,,5,2023-06-21,,,,
1988,W101987,CFO,Permanent,Full Time,Male,Terminated,Voluntary,13,Product,New York,Job Board,2021-07-13,2016-02-11,2022-01-24,12,2022-01-24,,,,
1989,W101988,CEO,Permanent,Full Time,Female,Active,,14,Operations,Remote,Referral,2020-01-08,,2022-04-10,13,2022-04-10,,,,
1990,W101989,Marketing Manager,Contractor,Full Time,Female,Active,,7,Engineering,Chicago,Campus Recruiting,2022-12-16,,,6,2022-12-16,,,,
1991,W101990,Senior UX Designer,Contractor,Part Time,Male,Active,,7,Sales,New York,Internal Transfer,2023-12-07,,,6,2023-12-07,,,,
1992,W101991,SVP of Marketing,Permanent,Full Time,Female,Active,,12,IT,Austin,Referral,2017-05-05,,2020-07-05,11,2020-07-05,,,,
1993,W101992,COO,Permanent,Full Time,Female,Terminated,Involuntary,13,IT,Chicago,Recruiter,2024-11-24,2021-11-06,,12,2024-11-24,,,,
1994,W101993,Vice President of Sales,Permanent,Full Time,Female,Active,,11,Engineering,New York,Referral,2024-07-15,,,10,2024-07-15,,,,
1995,W101994,Data Scientist,Permanent,Part Time,Female,Active,,6,Product,Austin,Campus Recruiting,2016-03-20,,,,2016-03-20,,,,
1996,W101995,CEO,Permanent,Full Time,Female,Active,,14,HR,Austin,Referral,2024-05-15,,,,2024-05-15,,,,
1997,W101996,Sales Associate,Contractor,Full Time,Male,Active,,4,Finance,New York,Campus Recruiting,2019-08-27,,,,2019-08-27,,,,
1998,W101997,Vice President of Marketing,Permanent,Full Time,Female,Terminated,Involuntary,11,IT,San Francisco,Internal Transfer,2023-11-14,2023-03-07,,10,2024-03-01,,,,
1999,W101998,Senior UX Designer,Contractor,Part Time,Male,Active,,7,Finance,Austin,Referral,2015-09-26,,2017-06-04,6,2017-06-04,,,,
2000,W101999,Junior Sales Associate,Permanent,Part Time,Male,Active,,2,HR,Austin,Job Board,2012-01-02,,2015-12-06,1,2015-12-06,2020-07-30,2020-09-10,2020-12-18,2021-01-29
2001,W102000,Marketing Specialist,Permanent,Part Time,Male,Terminated,Voluntary,4,Engineering,Remote,Campus Recruiting,2020-12-09,2016-02-04,2023-11-08,3,2023-11-08,,,,
2002,W102001,Senior Marketing Specialist,Permanent,Full Time,Male,Active,,6,Marketing,Austin,Job Board,2018-12-19,,,5,2023-12-07,,,,
2003,W102002,Engineering Manager,Contractor,Full Time,Female,Active,,7,IT,Austin,Referral,2014-11-24,,,,2014-11-24,,,,
2004,W102003,SVP of Engineering,Permanent,Full Time,Male,Active,,12,HR,Remote,Internal Transfer,2024-08-15,,,11,2024-04-24,,,,
2005,W102004,SVP of Marketing,Permanent,Full Time,Female,Active,,12,HR,Austin,Referral,2020-09-01,,2023-02-10,11,2023-02-10,,,,
2006,W102005,Senior Data Analyst,Permanent,Part Time,Female,Active,,5,Finance,Remote,Campus Recruiting,2020-06-18,,2021-10-09,4,2021-10-09,,,,
2007,W102006,CIO,Permanent,Full Time,Female,Active,,13,Marketing,New York,Campus Recruiting,2011-08-15,,2022-06-26,12,2022-06-26,,,,
2008,W102007,SVP of Engineering,Permanent,Full Time,Male,Active,,12,Sales,New York,Recruiter,2016-01-19,,2021-05-26,11,2021-05-26,,,,
2009,W102008,CEO,Permanent,Full Time,Female,Active,,14,IT,San Francisco,Internal Transfer,2011-07-01,,2015-05-12,13,2015-05-12,,,,
2010,W102009,Vice President of Sales,Permanent,Full Time,Male,Active,,11,Marketing,Chicago,Referral,2021-07-06,,,10,2021-07-06,,,,
2011,W102010,Senior UX Designer,Contractor,Full Time,Female,Active,,7,Engineering,Remote,Job Board,2020-05-24,,,,2020-05-24,,,,
2012,W102011,CIO,Permanent,Full Time,Female,Active,,13,Product,Remote,Campus Recruiting,2013-08-11,,2017-04-05,12,2017-04-05,,,,
2013,W102012,CMO,Permanent,Full Time,Male,Terminated,Voluntary,13,Sales,Boston,Job Board,2016-06-15,2018-02-27,,,2024-02-23,,,,
2014,W102013,Data Analyst,Permanent,Full Time,Female,Active,,3,Operations,Remote,Recruiter,2017-09-06,,,,2024-04-24,,,,
2015,W102014,Director of Marketing,Permanent,Full Time,Male,Active,,9,Finance,Chicago,Job Board,2017-02-10,,2023-07-18,8,2023-07-18,,,,
2016,W102015,CFO,Permanent,Full Time,Female,Active,,13,Marketing,Austin,Job Board,2014-09-17,,2021-11-24,12,2021-11-24,2023-03-28,2023-05-09,,
2017,W102016,Junior Marketing Specialist,Permanent,Full Time,Female,Active,,2,HR,Chicago,Referral,2020-12-22,,2022-01-21,1,2022-01-21,,,,
2018,W102017,Junior Software Engineer,Contractor,Part Time,Male,Terminated,Involuntary,2,Marketing,San Francisco,Recruiter,2014-01-21,2015-04-18,,,2014-01-21,,,,
2019,W102018,Senior Sales Associate,Contractor,Part Time,Male,Active,,6,Operations,New York,Job Board,2025-02-19,,,5,2025-02-19,,,,
2020,W102019,Senior Marketing Specialist,Contractor,Full Time,Male,Active,,6,Marketing,San Francisco,Campus Recruiting,2024-10-14,,,5,2024-10-14,,,2023-08-02,2023-09-13
2021,W102020,SVP of Sales,Permanent,Full Time,Male,Active,,12,Operations,Austin,Internal Transfer,2025-01-13,,,,2024-05-10,,,,
2022,W102021,Product Manager,Permanent,Part Time,Female,Active,,7,HR,Chicago,Recruiter,2023-02-03,,,6,2023-02-03,,,,
2023,W102022,SVP of Marketing,Permanent,Full Time,Female,Active,,12,Finance,New York,Internal Transfer,2022-02-02,,2023-08-15,11,2023-08-15,,,,
2024,W102023,Vice President of Marketing,Permanent,Full Time,Female,Active,,11,IT,Austin,Internal Transfer,2016-11-20,,2019-06-08,10,2019-06-08,,,,
2025,W102024,Junior Software Engineer,Contractor,Part Time,Female,Active,,2,HR,Austin,Referral,2014-01-03,,2017-09-20,1,2017-09-20,,,,
2026,W102025,Senior Sales Associate,Contractor,Part Time,Male,Active,,6,Sales,Boston,Referral,2011-11-06,,2021-09-28,5,2021-09-28,,,,
2027,W102026,Director of Sales,Permanent,Full Time,Male,Active,,9,IT,Remote,Recruiter,2010-12-17,,,,2023-05-07,,,,
2028,W102027,CMO,Permanent,Full Time,Male,Terminated,Involuntary,13,Product,Remote,Referral,2023-10-18,2017-09-18,,,2023-10-18,,,,
2029,W102028,Senior UX Designer,Permanent,Full Time,Male,Active,,7,HR,Remote,Internal Transfer,2013-07-06,,2015-02-16,6,2015-02-16,,,,
2030,W102029,COO,Permanent,Full Time,Female,Active,,13,Operations,Austin,Campus Recruiting,2014-04-21,,,,2014-04-21,,,,
2031,W102030,Data Scientist,Contractor,Part Time,Female,Active,,6,Engineering,Remote,Job Board,2022-08-09,,2022-09-13,5,2022-09-13,,,,
2032,W102031,Senior Marketing Specialist,Contractor,Part Time,Male,Active,,6,Finance,Chicago,Referral,2020-08-26,,,,2020-08-26,2020-04-26,2020-06-07,,
2033,W102032,CMO,Permanent,Full Time,Male,Active,,13,HR,Austin,Referral,2019-10-19,,,,2023-11-14,,,,
2034,W102033,COO,Permanent,Full Time,Female,Active,,13,Sales,Boston,Referral,2017-06-20,,,12,2017-06-20,,,,
2035,W102034,Senior Sales Associate,Permanent,Part Time,Female,Active,,6,HR,Austin,Campus Recruiting,2019-06-01,,2019-12-17,5,2019-12-17,,,,
2036,W102035,Vice President of Sales,Permanent,Full Time,Female,Terminated,Involuntary,11,Marketing,New York,Referral,2019-01-26,2021-11-11,,10,2024-12-25,,,,
2037,W102036,Director of Sales,Permanent,Full Time,Female,Active,,9,Product,Chicago,Campus Recruiting,2021-04-25,,,,2024-03-25,,,,
2038,W102037,Senior Data Scientist,Permanent,Full Time,Male,Terminated,Involuntary,8,Engineering,Chicago,Job Board,2024-11-23,2016-08-20,,7,2024-11-23,,,,
2039,W102038,Senior Data Analyst,Contractor,Full Time,Male,Terminated,Voluntary,5,Finance,New York,Recruiter,2011-09-05,2020-11-16,2021-04-28,4,2021-04-28,,,,
2040,W102039,Senior Software Engineer,Permanent,Full Time,Female,Active,,6,Marketing,Austin,Recruiter,2013-06-25,,2019-03-07,5,2019-03-07,,,2022-09-13,2022-10-25
2041,W102040,Vice President of Engineering,Permanent,Full Time,Male,Active,,11,Marketing,Austin,Campus Recruiting,2023-04-11,,,10,2023-04-11,,,,
2042,W102041,Senior UX Designer,Permanent,Part Time,Female,Active,,7,HR,Austin,Campus Recruiting,2019-07-24,,,6,2019-07-24,,,,
2043,W102042,CFO,Permanent,Full Time,Male,Active,,13,Marketing,Austin,Referral,2024-06-14,,,12,2024-06-14,,,,
2044,W102043,SVP of Marketing,Permanent,Full Time,Male,Active,,12,Finance,Austin,Job Board,2013-12-17,,2015-07-09,11,2015-07-09,,,,
2045,W102044,COO,Permanent,Full Time,Male,Active,,13,Marketing,Boston,Referral,2017-11-05,,2023-02-22,12,2023-02-22,,,,
2046,W102045,Software Engineer,Contractor,Full Time,Female,Active,,4,Sales,San Francisco,Internal Transfer,2023-11-25,,,3,2023-11-25,,,,
2047,W102046,Vice President of Engineering,Permanent,Full Time,Male,Active,,11,Engineering,Remote,Recruiter,2016-01-18,,,,2016-01-18,,,,
2048,W102047,SVP of Engineering,Permanent,Full Time,Female,Active,,12,Finance,Chicago,Job Board,2014-09-05,,2021-10-23,11,2021-10-23,2025-01-31,2025-03-14,,
2049,W102048,CFO,Permanent,Full Time,Male,Active,,13,Marketing,New York,Job Board,2015-10-11,,2020-05-06,12,2020-05-06,,,,
2050,W102049,CIO,Permanent,Full Time,Male,Active,,13,Product,Chicago,Job Board,2017-01-10,,,,2017-01-10,,,,
2051,W102050,Senior Sales Associate,Permanent,Full Time,Male,Active,,6,IT,New York,Recruiter,2010-06-05,,2016-12-14,5,2016-12-14,,,,
2052,W102051,Vice President of Engineering,Permanent,Full Time,Female,Active,,11,Sales,New York,Recruiter,2024-11-28,,,,2024-11-28,,,,
2053,W102052,Sales Manager,Contractor,Full Time,Female,Terminated,Involuntary,7,Product,New York,Internal Transfer,2018-04-11,2022-02-02,,,2018-04-11,,,,
2054,W102053,Marketing Manager,Permanent,Full Time,Male,Terminated,Involuntary,7,IT,Chicago,Job Board,2013-05-09,2019-09-20,2020-03-24,6,2020-03-24,,,,
2055,W102054,Engineering Manager,Permanent,Part Time,Male,Active,,7,Finance,Remote,Internal Transfer,2024-11-24,,,6,2024-11-24,,,,
2056,W102055,Senior Software Engineer,Contractor,Full Time,Male,Terminated,Involuntary,6,Operations,New York,Referral,2013-01-22,2016-09-20,,,2025-01-19,,,,
2057,W102056,CMO,Permanent,Full Time,Male,Active,,13,Sales,Chicago,Job Board,2011-01-27,,2017-04-22,12,2017-04-22,,,,
2058,W102057,Senior Sales Associate,Contractor,Part Time,Male,Active,,6,Operations,Austin,Job Board,2018-08-24,,,,2018-08-24,,,,
2059,W102058,Junior Sales Associate,Contractor,Part Time,Female,Active,,2,Marketing,Chicago,Recruiter,2017-06-19,,,1,2024-06-07,,,,
2060,W102059,Sales Manager,Contractor,Full Time,Female,Active,,7,HR,New York,Campus Recruiting,2014-09-25,,2015-09-19,6,2015-09-19,,,2022-02-10,2022-03-24
2061,W102060,COO,Permanent,Full Time,Female,Terminated,Involuntary,13,IT,Boston,Job Board,2022-02-10,2020-06-17,,,2022-02-10,,,,
2062,W102061,Sales Manager,Permanent,Full Time,Male,Active,,7,Marketing,Chicago,Referral,2015-12-14,,2019-06-16,6,2019-06-16,,,,
2063,W102062,Senior UX Designer,Contractor,Part Time,Male,Active,,7,Operations,Chicago,Recruiter,2016-11-17,,2020-03-18,6,2020-03-18,,,,
2064,W102063,Sales Manager,Contractor,Full Time,Male,Active,,7,Product,Remote,Recruiter,2021-05-28,,,6,2021-05-28,2021-04-25,2021-06-06,,
2065,W102064,Junior Marketing Specialist,Contractor,Full Time,Male,Active,,2,Finance,Boston,Job Board,2017-01-15,,,1,2023-08-15,,,,
2066,W102065,CIO,Permanent,Full Time,Male,Active,,13,Finance,Austin,Internal Transfer,2010-11-23,,2019-02-07,12,2019-02-07,,,,
2067,W102066,CEO,Permanent,Full Time,Male,Active,,14,HR,Chicago,Internal Transfer,2019-05-26,,,,2023-04-07,,,,
2068,W102067,Junior Sales Associate,Contractor,Part Time,Female,Active,,2,HR,Austin,Referral,2012-08-23,,2018-10-01,1,2018-10-01,,,,
2069,W102068,Senior Marketing Specialist,Contractor,Full Time,Male,Active,,6,Product,Austin,Internal Transfer,2021-07-10,,2023-04-28,5,2023-04-28,,,,
2070,W102069,CEO,Permanent,Full Time,Female,Active,,14,Finance,New York,Referral,2018-10-01,,2019-01-17,13,2019-01-17,,,,
2071,W102070,CIO,Permanent,Full Time,Female,Active,,13,IT,Chicago,Referral,2020-05-24,,2023-12-10,12,2023-12-10,,,,
2072,W102071,Director of Sales,Permanent,Full Time,Female,Active,,9,IT,San Francisco,Internal Transfer,2022-08-24,,,,2023-07-31,,,,
2073,W102072,SVP of Engineering,Permanent,Full Time,Female,Active,,12,Product,Chicago,Referral,2018-01-20,,2022-10-13,11,2022-10-13,,,,
2074,W102073,Senior UX Designer,Permanent,Full Time,Female,Active,,7,Finance,New York,Job Board,2012-03-15,,,,2012-03-15,,,,
2075,W102074,Vice President of Marketing,Permanent,Full Time,Male,Active,,11,IT,Chicago,Referral,2019-05-01,,,10,2019-05-01,,,,
2076,W102075,Engineering Manager,Permanent,Full Time,Female,Active,,7,Engineering,Chicago,Campus Recruiting,2016-11-28,,,,2016-11-28,,,,
2077,W102076,Sales Associate,Contractor,Full Time,Male,Active,,4,Sales,New York,Internal Transfer,2011-04-28,,,,2023-07-07,,,,
2078,W102077,UX Designer,Permanent,Part Time,Female,Active,,5,HR,Boston,Job Board,2018-05-11,,2023-12-15,4,2023-12-15,,,,
